label,area_cell,intensity_sum_cell,area_nuc,intensity_sum_nuc,channel,im_name,strain
11,6257,-10.383244999792053,559,-0.12424907395887885,4,09182019_hCTD_5,hCTD
12,5009,5.595323541494347,452,2.684854883849353,4,09182019_hCTD_5,hCTD
13,5220,-1.5481620529405546,620,0.6562256209012839,4,09182019_hCTD_5,hCTD
14,4807,2.535907453591536,393,-0.06411442625568226,4,09182019_hCTD_5,hCTD
15,3117,4.384102729090452,402,3.0209364875923757,4,09182019_hCTD_5,hCTD
16,5277,-6.704399174353859,604,1.8851340237464729,4,09182019_hCTD_5,hCTD
17,4146,-6.546543065963696,387,1.4649524485023426,4,09182019_hCTD_5,hCTD
18,4156,8.927991407138435,397,0.7886972399236913,4,09182019_hCTD_5,hCTD
19,4227,-1.0824578414344188,800,1.1951834651890862,4,09182019_hCTD_5,hCTD
20,5391,3.0818332492028286,505,1.0519005580988545,4,09182019_hCTD_5,hCTD
22,3994,0.6132006457039143,523,2.0379807452522134,4,09182019_hCTD_5,hCTD
23,4456,0.3514255456134059,467,0.029390692701331433,4,09182019_hCTD_5,hCTD
24,4209,4.736627764828597,426,0.5199194437607947,4,09182019_hCTD_5,hCTD
25,5008,5.460912372706792,413,1.1480037171257669,4,09182019_hCTD_5,hCTD
26,5138,-8.466986093250371,720,0.7583378275267565,4,09182019_hCTD_5,hCTD
27,6122,4.848690101347589,556,5.2791602128133075,4,09182019_hCTD_5,hCTD
28,4169,-9.849358154261775,531,-1.2218307400606836,4,09182019_hCTD_5,hCTD
29,2062,1.4722870910142483,199,0.7999633868862281,4,09182019_hCTD_5,hCTD
30,3313,-3.7847238806786905,373,0.5259647370750571,4,09182019_hCTD_5,hCTD
31,4327,-9.209518114386038,463,-1.418847161085248,4,09182019_hCTD_5,hCTD
32,5928,8.899708527358024,860,4.430835738782156,4,09182019_hCTD_5,hCTD
33,4476,-16.994164579949203,321,0.4119651432561736,4,09182019_hCTD_5,hCTD
1,3558,38.192398015473756,336,5.803543617730263,0,09182019_wCTD_28,wCTD
2,2882,26.161691561250485,256,4.623728938801309,0,09182019_wCTD_28,wCTD
3,3973,48.90007798090045,319,7.614422854996204,0,09182019_wCTD_28,wCTD
4,3177,28.63294583332472,353,7.289393478834834,0,09182019_wCTD_28,wCTD
5,3865,37.636190788575746,406,7.2190708699074335,0,09182019_wCTD_28,wCTD
6,2535,34.77556113071544,277,6.511065563446705,0,09182019_wCTD_28,wCTD
7,2606,26.595567524312237,382,6.154848928084244,0,09182019_wCTD_28,wCTD
8,2933,40.59972258449167,282,7.5684249697897386,0,09182019_wCTD_28,wCTD
9,2356,27.122241319659786,347,4.271962994463142,0,09182019_wCTD_28,wCTD
10,3082,29.153204964297277,392,5.651180921461365,0,09182019_wCTD_28,wCTD
11,4069,36.53391648026528,335,7.210129959171555,0,09182019_wCTD_28,wCTD
12,3922,41.24215598162111,380,7.846543186969953,0,09182019_wCTD_28,wCTD
14,3253,30.45501870529041,361,6.198092724942171,0,09182019_wCTD_28,wCTD
15,3071,38.47566847812342,362,8.084076839010871,0,09182019_wCTD_28,wCTD
17,3258,31.315415590615842,317,5.098505510237973,0,09182019_wCTD_28,wCTD
18,4008,40.02323614330901,354,7.200475571042502,0,09182019_wCTD_28,wCTD
19,4346,48.23283643701657,427,10.972985563645313,0,09182019_wCTD_28,wCTD
20,4252,52.8649927463411,410,7.634078082994058,0,09182019_wCTD_28,wCTD
21,3311,29.828163017244094,355,5.692087339231661,0,09182019_wCTD_28,wCTD
22,3733,46.06787696186874,316,6.939260130417022,0,09182019_wCTD_28,wCTD
23,4239,41.64862443580688,351,7.815868752926434,0,09182019_wCTD_28,wCTD
24,4188,46.48415628009389,353,7.58692757573801,0,09182019_wCTD_28,wCTD
25,2543,26.1512883181135,347,5.441765371008453,0,09182019_wCTD_28,wCTD
26,2747,25.34895321571098,257,4.64739511570056,0,09182019_wCTD_28,wCTD
27,3823,34.67915642286574,329,7.2172290685767475,0,09182019_wCTD_28,wCTD
28,3737,39.54112924925478,448,10.10693888261078,0,09182019_wCTD_28,wCTD
29,3650,41.21764760493482,448,9.262654481672831,0,09182019_wCTD_28,wCTD
30,3070,31.379211029050218,422,8.484993921955326,0,09182019_wCTD_28,wCTD
31,5398,90.1018061737575,1424,38.12248352884486,0,09182019_wCTD_28,wCTD
32,2930,27.34154129557128,382,7.297199213112298,0,09182019_wCTD_28,wCTD
33,5989,89.72204009196257,1494,40.15715186813887,0,09182019_wCTD_28,wCTD
34,3677,34.068820446256446,423,7.815786302124716,0,09182019_wCTD_28,wCTD
35,4582,48.41492648218397,395,8.202554851215988,0,09182019_wCTD_28,wCTD
36,3237,22.482179071419306,418,7.009961732383087,0,09182019_wCTD_28,wCTD
37,2978,22.433232542268218,386,6.178366332331775,0,09182019_wCTD_28,wCTD
38,2350,22.31601508199075,417,6.591765941849053,0,09182019_wCTD_28,wCTD
39,3570,38.048097907261976,384,6.900978089522507,0,09182019_wCTD_28,wCTD
40,3001,22.01180690760961,385,6.399431945604417,0,09182019_wCTD_28,wCTD
41,3771,37.09322323380991,459,9.661404813072393,0,09182019_wCTD_28,wCTD
42,3413,33.459018920186146,431,6.107483536907523,0,09182019_wCTD_28,wCTD
43,4339,57.73072482950646,652,17.2753022843098,0,09182019_wCTD_28,wCTD
44,3801,51.39369103045856,628,13.940623317440442,0,09182019_wCTD_28,wCTD
45,3403,33.519963542866634,481,8.73564499452861,0,09182019_wCTD_28,wCTD
46,2930,28.903498735939145,324,6.253184816719716,0,09182019_wCTD_28,wCTD
47,4002,38.21129945972858,422,7.411030800458381,0,09182019_wCTD_28,wCTD
48,4071,44.050159460294566,525,11.778417648880565,0,09182019_wCTD_28,wCTD
49,4976,48.553458099579245,492,8.689966512040453,0,09182019_wCTD_28,wCTD
50,3548,44.18200722447503,602,13.585785248271623,0,09182019_wCTD_28,wCTD
52,3067,44.57020358716265,456,11.795205729394795,0,09182019_wCTD_28,wCTD
53,3018,26.491937248753874,370,6.499489938337215,0,09182019_wCTD_28,wCTD
54,2430,26.79745124471044,388,8.48428334463078,0,09182019_wCTD_28,wCTD
56,3311,28.523613955278222,492,9.9571697981358,0,09182019_wCTD_28,wCTD
57,2382,24.292492420125036,333,6.224962855204873,0,09182019_wCTD_28,wCTD
58,2012,17.91199246038249,417,5.768545733731191,0,09182019_wCTD_28,wCTD
59,4654,50.438724318953646,453,7.374822509176712,0,09182019_wCTD_28,wCTD
60,2855,29.50361035433163,455,5.952976600032801,0,09182019_wCTD_28,wCTD
61,4071,35.735687070116285,409,7.150519691928428,0,09182019_wCTD_28,wCTD
62,5098,45.82404442078935,451,8.183101736502643,0,09182019_wCTD_28,wCTD
63,3968,29.57833849596056,382,5.143189388257302,0,09182019_wCTD_28,wCTD
64,4208,36.28466775355713,432,7.9844085672286225,0,09182019_wCTD_28,wCTD
65,2645,20.272671635435852,325,5.0760667662897605,0,09182019_wCTD_28,wCTD
66,2556,17.141493164275552,492,6.276496792729938,0,09182019_wCTD_28,wCTD
67,4762,46.30300619517634,479,8.816851105046524,0,09182019_wCTD_28,wCTD
68,3914,34.835439423625274,399,7.419858180291708,0,09182019_wCTD_28,wCTD
69,2978,28.271566159085758,418,6.085955902306806,0,09182019_wCTD_28,wCTD
70,2909,18.410654933882977,405,4.871213843961815,0,09182019_wCTD_28,wCTD
71,3045,22.086694751201133,366,5.353118068931522,0,09182019_wCTD_28,wCTD
72,3284,25.701758650262125,452,7.653857376254765,0,09182019_wCTD_28,wCTD
1,3558,36.40524004766338,336,7.956819984933526,1,09182019_wCTD_28,wCTD
2,2882,36.6431090335211,256,6.311616048338136,1,09182019_wCTD_28,wCTD
3,3973,48.24968063500563,319,7.776750459541267,1,09182019_wCTD_28,wCTD
4,3177,24.506618456986295,353,6.547347007958109,1,09182019_wCTD_28,wCTD
5,3865,23.576175673094713,406,3.8691548237334423,1,09182019_wCTD_28,wCTD
6,2535,27.62062151964063,277,6.094107278808126,1,09182019_wCTD_28,wCTD
7,2606,24.751029395327436,382,5.249657110401372,1,09182019_wCTD_28,wCTD
8,2933,29.317780275751897,282,7.244771204747906,1,09182019_wCTD_28,wCTD
9,2356,23.387166141845128,347,5.618110950207408,1,09182019_wCTD_28,wCTD
10,3082,33.41836609892954,392,5.427526229221948,1,09182019_wCTD_28,wCTD
11,4069,28.905353148897937,335,5.196122632566829,1,09182019_wCTD_28,wCTD
12,3922,45.028076291792,380,10.472831981398988,1,09182019_wCTD_28,wCTD
14,3253,32.83655148681201,361,8.461389498218411,1,09182019_wCTD_28,wCTD
15,3071,36.33139310009308,362,9.775481981503154,1,09182019_wCTD_28,wCTD
17,3258,36.357781117659464,317,6.820683325064306,1,09182019_wCTD_28,wCTD
18,4008,40.5882746449747,354,7.900792204261256,1,09182019_wCTD_28,wCTD
19,4346,48.79662185491361,427,12.566748025489067,1,09182019_wCTD_28,wCTD
20,4252,49.87806426769484,410,8.775292587753587,1,09182019_wCTD_28,wCTD
21,3311,31.000752811497563,355,6.849638717126794,1,09182019_wCTD_28,wCTD
22,3733,42.603167240925345,316,7.350149848277512,1,09182019_wCTD_28,wCTD
23,4239,33.46261606733793,351,6.448330288589361,1,09182019_wCTD_28,wCTD
24,4188,51.97626503975464,353,8.994191520154892,1,09182019_wCTD_28,wCTD
25,2543,27.970665242189185,347,7.274302051914675,1,09182019_wCTD_28,wCTD
26,2747,24.553175755708562,257,6.564273733318792,1,09182019_wCTD_28,wCTD
27,3823,41.10604474484703,329,8.927653111756927,1,09182019_wCTD_28,wCTD
28,3737,37.04411194253787,448,9.23675123661723,1,09182019_wCTD_28,wCTD
29,3650,52.40570796686343,448,12.044959968838436,1,09182019_wCTD_28,wCTD
30,3070,29.049409108696192,422,9.327648032064122,1,09182019_wCTD_28,wCTD
31,5398,92.99379306743879,1424,43.1548196585895,1,09182019_wCTD_28,wCTD
32,2930,35.52141826760983,382,10.22023267086664,1,09182019_wCTD_28,wCTD
33,5989,100.74495230964347,1494,45.481799543457655,1,09182019_wCTD_28,wCTD
34,3677,32.21920068712846,423,8.955685928396733,1,09182019_wCTD_28,wCTD
35,4582,41.668203149196856,395,7.477421744122479,1,09182019_wCTD_28,wCTD
36,3237,22.735285608374433,418,8.504252815241298,1,09182019_wCTD_28,wCTD
37,2978,34.42201345638956,386,9.327959171044345,1,09182019_wCTD_28,wCTD
38,2350,33.335185643252416,417,8.87119045825998,1,09182019_wCTD_28,wCTD
39,3570,27.794739922207953,384,4.008951597126888,1,09182019_wCTD_28,wCTD
40,3001,20.528838908740866,385,6.462087522042806,1,09182019_wCTD_28,wCTD
41,3771,42.28231388615305,459,10.573823844811399,1,09182019_wCTD_28,wCTD
42,3413,30.276245873494222,431,6.8294967229554135,1,09182019_wCTD_28,wCTD
43,4339,54.86974263268386,652,17.471032659127555,1,09182019_wCTD_28,wCTD
44,3801,47.87239833297919,628,12.847444891096512,1,09182019_wCTD_28,wCTD
45,3403,39.353463263447715,481,12.413251176126217,1,09182019_wCTD_28,wCTD
46,2930,33.48692565256959,324,6.576032274162009,1,09182019_wCTD_28,wCTD
47,4002,30.327600761759506,422,6.941028144129898,1,09182019_wCTD_28,wCTD
48,4071,48.26222380427617,525,14.705746347117769,1,09182019_wCTD_28,wCTD
49,4976,41.54014636128966,492,8.851663947227603,1,09182019_wCTD_28,wCTD
50,3548,86.28157646569713,602,26.393208123755937,1,09182019_wCTD_28,wCTD
52,3067,35.167886007170694,456,9.12439648991238,1,09182019_wCTD_28,wCTD
53,3018,24.330751080346367,370,6.071897905355235,1,09182019_wCTD_28,wCTD
54,2430,35.84212606891773,388,10.748469988450761,1,09182019_wCTD_28,wCTD
56,3311,32.83612080331678,492,12.406394966755673,1,09182019_wCTD_28,wCTD
57,2382,33.23191016208925,333,8.337322855755602,1,09182019_wCTD_28,wCTD
58,2012,23.7880020957381,417,9.651078567817578,1,09182019_wCTD_28,wCTD
59,4654,53.157304299526,453,7.700914649620424,1,09182019_wCTD_28,wCTD
60,2855,26.610311659835602,455,9.973471080317243,1,09182019_wCTD_28,wCTD
61,4071,35.561658085415246,409,6.692357303710926,1,09182019_wCTD_28,wCTD
62,5098,50.449160021932784,451,9.645559843089607,1,09182019_wCTD_28,wCTD
63,3968,39.42983959825774,382,8.028939697454822,1,09182019_wCTD_28,wCTD
64,4208,32.59673564860893,432,6.796891116445467,1,09182019_wCTD_28,wCTD
65,2645,23.526176418101162,325,6.291275889973897,1,09182019_wCTD_28,wCTD
66,2556,23.786417856700915,492,8.78171329641607,1,09182019_wCTD_28,wCTD
67,4762,49.80659796944317,479,8.051695735251883,1,09182019_wCTD_28,wCTD
68,3914,32.635807925748736,399,8.80950124017043,1,09182019_wCTD_28,wCTD
69,2978,41.98438356730582,418,9.046978131478776,1,09182019_wCTD_28,wCTD
70,2909,23.170960962070623,405,6.246230947099455,1,09182019_wCTD_28,wCTD
71,3045,34.47992634348959,366,8.35290255650413,1,09182019_wCTD_28,wCTD
72,3284,29.181977509171908,452,7.607516771343632,1,09182019_wCTD_28,wCTD
1,3558,35.49680672935191,336,25.769534220799862,2,09182019_wCTD_28,wCTD
2,2882,28.794475089128426,256,20.166868614368397,2,09182019_wCTD_28,wCTD
3,3973,36.66301605348123,319,24.451039911289772,2,09182019_wCTD_28,wCTD
4,3177,21.568981136606244,353,23.849572827958397,2,09182019_wCTD_28,wCTD
5,3865,30.06541793453262,406,30.886299439359934,2,09182019_wCTD_28,wCTD
6,2535,32.461136009772915,277,21.574918116321797,2,09182019_wCTD_28,wCTD
7,2606,28.093496689207054,382,28.416637549521006,2,09182019_wCTD_28,wCTD
8,2933,34.594334113707205,282,23.104488707027592,2,09182019_wCTD_28,wCTD
9,2356,19.82694286854074,347,23.927765555686918,2,09182019_wCTD_28,wCTD
10,3082,27.33864564885828,392,32.952340319369924,2,09182019_wCTD_28,wCTD
11,4069,29.799524568269128,335,25.549515472482273,2,09182019_wCTD_28,wCTD
12,3922,42.244226290725365,380,27.390179994408605,2,09182019_wCTD_28,wCTD
14,3253,22.727511049189886,361,26.019728687767174,2,09182019_wCTD_28,wCTD
15,3071,35.47723784297999,362,30.45532732455951,2,09182019_wCTD_28,wCTD
17,3258,31.81401842060003,317,26.619077244139945,2,09182019_wCTD_28,wCTD
18,4008,31.95732220158697,354,28.337503177488387,2,09182019_wCTD_28,wCTD
19,4346,55.35911204769991,427,40.052076054969874,2,09182019_wCTD_28,wCTD
20,4252,35.668354544582385,410,32.16454211568609,2,09182019_wCTD_28,wCTD
21,3311,37.646882820998925,355,29.41832267832593,2,09182019_wCTD_28,wCTD
22,3733,41.147326019870064,316,27.315973856830208,2,09182019_wCTD_28,wCTD
23,4239,40.92390523225349,351,27.02602773149524,2,09182019_wCTD_28,wCTD
24,4188,40.97411562743766,353,28.71625895173984,2,09182019_wCTD_28,wCTD
25,2543,36.24995670639898,347,25.271495964264492,2,09182019_wCTD_28,wCTD
26,2747,32.76295304156516,257,21.81702212632227,2,09182019_wCTD_28,wCTD
27,3823,43.04610647071057,329,31.29933349723087,2,09182019_wCTD_28,wCTD
28,3737,42.553941519052145,448,32.50123637996411,2,09182019_wCTD_28,wCTD
29,3650,48.76505651153218,448,35.601036872431735,2,09182019_wCTD_28,wCTD
30,3070,45.19541781702597,422,35.68735910182146,2,09182019_wCTD_28,wCTD
31,5398,119.15063356581427,1424,101.52069477634461,2,09182019_wCTD_28,wCTD
32,2930,40.60706155560588,382,33.89929525690679,2,09182019_wCTD_28,wCTD
33,5989,126.28543507367658,1494,107.2553176590231,2,09182019_wCTD_28,wCTD
34,3677,47.519696860359275,423,32.9069558595752,2,09182019_wCTD_28,wCTD
35,4582,54.75843323049228,395,37.92636587237637,2,09182019_wCTD_28,wCTD
36,3237,33.72192041200506,418,33.38028320645553,2,09182019_wCTD_28,wCTD
37,2978,35.59804681940214,386,33.83356233646792,2,09182019_wCTD_28,wCTD
38,2350,35.14514450025563,417,33.16442473796401,2,09182019_wCTD_28,wCTD
39,3570,34.94527131347148,384,31.087272944059148,2,09182019_wCTD_28,wCTD
40,3001,35.70646958512149,385,33.364089862898325,2,09182019_wCTD_28,wCTD
